,Age,CustTenure,Channel,Occupation,EducationField,Gender,ExistingProdType,Designation,NumberOfPolicy,MaritalStatus,MonthlyIncome,ExistingPolicyTenure,Zone,PaymentMethod,AgentBonus_Per_Policy,SumAssured_Per_Policy
2743,7.0,22.0,Agent,Salaried,Graduate,Female,6,Executive,3.0,Married,21235,2.0,West,Yearly,1203.3333333333333,123941
2744,3.0,11.0,Agent,Small Business,Under Graduate,Female,4,Executive,4.0,Married,20834,5.0,North,Half Yearly,677.0,71773
2745,10.0,19.0,Agent,Small Business,Under Graduate,Male,4,Executive,6.0,Divorced,20861,12.0,North,Half Yearly,799.6666666666666,99959
2746,4.0,15.0,Agent,Salaried,Graduate,Female,4,Executive,4.0,Single,20775,7.0,North,Half Yearly,935.0,94422
2747,2.0,10.0,Agent,Salaried,Graduate,Male,4,Executive,5.0,Married,20465,1.0,West,Half Yearly,491.2,85461
2748,28.0,6.0,Agent,Small Business,Under Graduate,Female,5,Manager,4.0,Single,24701,3.0,North,Yearly,1420.25,170437
2749,21.0,9.0,Agent,Salaried,Post Graduate,Male,5,Executive,6.0,Single,21256,1.0,North,Yearly,708.5,121159
2750,24.0,16.0,Agent,Large Business,Engineer,Female,5,Senior Manager,5.0,Married,29009,3.0,West,Yearly,812.2,93409
2751,11.0,4.0,Agent,Salaried,Graduate,Male,5,Executive,4.0,Divorced,20786,1.0,West,Yearly,935.25,166495
2752,15.0,11.0,Agent,Salaried,Graduate,Female,4,Manager,3.0,Divorced,22471,6.0,West,Half Yearly,1273.3333333333333,150256
2753,6.0,13.0,Agent,Salaried,Post Graduate,Female,4,Senior Manager,5.0,Divorced,25860,16.0,West,Half Yearly,1293.0,130593
2754,7.0,11.0,Agent,Small Business,Under Graduate,Male,4,Executive,4.0,Divorced,20716,3.0,West,Half Yearly,880.5,152314
2755,14.0,18.0,Online,Small Business,Diploma,Female,4,Manager,4.0,Divorced,25389,3.0,West,Half Yearly,888.5,159062
2756,8.0,5.0,Agent,Salaried,Post Graduate,Male,4,Executive,3.0,Single,23135,5.0,North,Half Yearly,848.3333333333334,111973
2757,4.0,15.0,Agent,Large Business,Engineer,Female,4,Senior Manager,6.0,Divorced,23229,9.0,North,Half Yearly,640.8333333333334,88427
2758,3.0,3.0,Online,Salaried,Graduate,Female,5,Executive,5.0,Divorced,20789,4.0,North,Yearly,540.6,88644
2759,6.0,10.0,Agent,Small Business,Diploma,Male,5,Executive,5.0,Divorced,20870,4.0,West,Yearly,417.4,68036
2760,24.0,29.0,Agent,Small Business,Diploma,Male,5,Senior Manager,5.0,Married,28162,3.0,North,Yearly,957.6,180011
2761,3.0,13.0,Third Party Partner,Small Business,Under Graduate,Male,5,Manager,6.0,Single,22751,3.0,West,Yearly,530.8333333333334,66888
2762,8.0,12.0,Agent,Small Business,Under Graduate,Male,4,Executive,6.0,Single,23178,1.0,West,Half Yearly,656.6666666666666,123461
2763,14.0,5.0,Agent,Small Business,Under Graduate,Male,4,Executive,4.0,Single,20976,7.0,North,Half Yearly,681.75,79079
2764,9.0,14.0,Agent,Salaried,Post Graduate,Male,5,Executive,5.0,Single,20578,5.0,West,Yearly,905.4,140342
2765,7.0,14.0,Agent,Large Business,Engineer,Male,4,Executive,6.0,Single,21430,5.0,West,Half Yearly,571.5,82291
2766,9.0,16.0,Agent,Small Business,Under Graduate,Female,4,Manager,3.0,Divorced,24312,2.0,West,Half Yearly,1053.6666666666667,117994
2767,5.0,7.0,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,5.0,Married,22074,1.0,West,Half Yearly,485.6,77214
2768,8.0,13.0,Agent,Small Business,Under Graduate,Female,4,Manager,6.0,Divorced,25182,5.0,North,Half Yearly,419.6666666666667,62955
2769,13.0,13.0,Agent,Salaried,Graduate,Male,5,Senior Manager,3.0,Divorced,28782,8.0,West,Yearly,2206.6666666666665,240521
2770,19.0,15.0,Agent,Salaried,Graduate,Female,5,Manager,3.0,Single,25406,3.0,West,Yearly,1270.3333333333333,132111
2771,29.0,36.0,Agent,Salaried,Graduate,Male,5,Senior Manager,4.0,Divorced,22751,22.0,West,Yearly,1816.75,183479
2772,26.0,9.0,Online,Salaried,Graduate,Male,4,Manager,5.0,Divorced,22904,5.0,West,Half Yearly,870.4,130552
2773,9.0,6.0,Third Party Partner,Large Business,Engineer,Female,4,Executive,3.0,Divorced,20614,1.0,West,Half Yearly,962.0,120248
2774,5.0,15.0,Agent,Small Business,Under Graduate,Female,4,Manager,4.0,Divorced,23058,7.0,West,Half Yearly,1210.5,122265
2775,14.0,14.0,Agent,Salaried,Graduate,Male,4,AVP,3.0,Divorced,35556,4.0,North,Half Yearly,1185.3333333333333,135112
2776,26.0,21.0,Agent,Large Business,Engineer,Male,4,Executive,4.0,Single,20936,3.0,West,Half Yearly,1308.5,184498
2777,4.0,26.0,Agent,Small Business,Under Graduate,Male,4,AVP,4.0,Married,33309,26.0,West,Half Yearly,1082.5,126657
2778,37.0,6.0,Agent,Salaried,Post Graduate,Male,4,Senior Manager,4.0,Married,25721,2.0,North,Half Yearly,1543.25,297849
2779,9.0,17.0,Online,Large Business,Engineer,Female,4,Manager,3.0,Single,24123,1.0,West,Half Yearly,965.0,137983
2780,7.0,7.0,Agent,Salaried,Graduate,Male,4,Senior Manager,3.0,Married,26280,2.0,North,Half Yearly,1138.6666666666667,159432
2781,21.0,32.0,Agent,Salaried,Graduate,Male,2,Senior Manager,4.0,Single,26337,9.0,West,Monthly,1316.75,231765
2782,21.0,14.0,Online,Salaried,Graduate,Female,2,AVP,5.0,Single,21477,1.0,North,Monthly,696.4,107233
2783,20.0,20.0,Third Party Partner,Small Business,Under Graduate,Male,2,Manager,4.0,Married,23524,1.0,North,Monthly,1235.0,196366
2784,3.0,10.0,Online,Large Business,Engineer,Male,4,Manager,3.0,Married,23536,2.0,West,Half Yearly,863.0,118229
2785,13.0,13.0,Online,Small Business,Under Graduate,Male,5,Executive,6.0,Single,20778,8.0,West,Yearly,554.0,100288
2786,20.0,7.0,Online,Salaried,Graduate,Male,4,AVP,4.0,Single,35901,1.0,West,Half Yearly,1705.25,288195
2787,3.0,7.0,Agent,Salaried,Graduate,Female,5,Executive,6.0,Single,20861,8.0,North,Yearly,556.3333333333334,110702
2788,13.0,18.0,Agent,Salaried,Graduate,Female,4,Executive,3.0,Single,21909,5.0,West,Half Yearly,1460.6666666666667,251223
2789,15.0,5.0,Agent,Small Business,Under Graduate,Female,4,Executive,3.0,Married,20727,2.0,North,Half Yearly,829.0,97002
2790,8.0,47.0,Agent,Small Business,Under Graduate,Male,4,AVP,3.0,Married,35856,3.0,North,Half Yearly,2629.3333333333335,352345
2791,19.0,29.0,Third Party Partner,Salaried,Post Graduate,Female,2,Manager,5.0,Divorced,23945,7.0,West,Monthly,957.8,106315
2792,19.0,15.0,Third Party Partner,Small Business,Under Graduate,Male,4,VP,4.0,Married,37876,7.0,North,Half Yearly,947.0,162866
2793,15.0,24.0,Agent,Large Business,Engineer,Female,4,Executive,5.0,Divorced,21268,5.0,West,Half Yearly,978.4,134031
2794,16.0,27.0,Online,Salaried,Graduate,Male,4,Manager,6.0,Divorced,22090,5.0,West,Half Yearly,883.6666666666666,94545
2795,23.0,5.0,Agent,Salaried,Graduate,Female,4,Manager,3.0,Single,22620,9.0,West,Half Yearly,1508.0,297076
2796,3.0,3.0,Agent,Salaried,Graduate,Female,4,Executive,4.0,Divorced,20589,3.0,West,Half Yearly,669.25,97694
2797,23.0,5.0,Agent,Salaried,Graduate,Male,4,AVP,4.0,Divorced,32430,5.0,North,Half Yearly,1135.0,272589
2798,11.0,4.0,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,4.0,Divorced,21141,3.0,North,Half Yearly,951.25,133188
2799,13.0,19.0,Agent,Small Business,Under Graduate,Male,4,Senior Manager,4.0,Married,21539,1.0,North,Half Yearly,805.75,113618
2800,3.0,8.0,Agent,Small Business,Under Graduate,Female,5,Manager,4.0,Married,22834,3.0,West,Yearly,685.0,69872
2801,12.0,12.0,Agent,Salaried,Post Graduate,Male,5,Executive,5.0,Married,22200,3.0,West,Yearly,577.2,88888
2802,19.0,16.0,Third Party Partner,Salaried,Graduate,Female,4,Manager,6.0,Divorced,22605,5.0,North,Half Yearly,527.5,63294
2803,11.0,11.0,Online,Salaried,Graduate,Male,4,Executive,3.0,Single,19508,6.0,North,Half Yearly,1170.3333333333333,196640
2804,16.0,10.0,Agent,Large Business,Engineer,Female,4,Senior Manager,4.0,Divorced,21456,2.0,West,Half Yearly,803.0,129265
2805,35.0,21.0,Agent,Small Business,Under Graduate,Female,4,Senior Manager,4.0,Married,28845,2.0,West,Half Yearly,1730.75,297680
2806,13.0,13.0,Agent,Salaried,Graduate,Female,2,Senior Manager,6.0,Divorced,21932,4.0,North,Monthly,697.0,101070
2807,32.0,11.0,Agent,Small Business,Under Graduate,Female,5,Executive,6.0,Single,21057,1.0,North,Yearly,877.3333333333334,141257
2808,17.0,8.0,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,5.0,Single,20879,3.0,West,Half Yearly,835.2,92702
2809,2.0,12.0,Agent,Small Business,Under Graduate,Male,2,Manager,3.0,Divorced,23929,5.0,West,Monthly,797.6666666666666,82954
2810,10.0,3.0,Agent,Salaried,Graduate,Male,6,Executive,6.0,Divorced,20908,4.0,North,Yearly,418.1666666666667,43488
2811,23.0,18.0,Agent,Salaried,Graduate,Male,5,Manager,4.0,Single,22697,1.0,North,Yearly,1134.75,146395
2812,34.0,22.0,Agent,Salaried,Graduate,Male,5,Senior Manager,4.0,Single,24347,3.0,North,Yearly,1399.25,170697
2813,7.0,12.0,Agent,Small Business,Under Graduate,Female,4,Manager,4.0,Single,23460,1.0,West,Half Yearly,586.5,97945
2814,37.0,45.0,Agent,Salaried,Graduate,Female,5,AVP,3.0,Divorced,26228,12.0,North,Yearly,2496.0,441778
2815,27.0,33.0,Agent,Salaried,Graduate,Female,4,Manager,3.0,Divorced,22684,8.0,West,Half Yearly,1814.6666666666667,255875
2816,27.0,16.0,Agent,Salaried,Post Graduate,Male,4,Executive,3.0,Married,22374,5.0,West,Half Yearly,1790.0,307866
2817,18.0,26.0,Agent,Small Business,Diploma,Male,4,VP,4.0,Divorced,36760,3.0,West,Half Yearly,1102.75,134541
2818,8.0,10.0,Agent,Salaried,Graduate,Male,4,Executive,3.0,Divorced,20837,2.0,North,Half Yearly,694.6666666666666,137524
2819,27.0,9.0,Agent,Salaried,Graduate,Female,5,AVP,3.0,Single,22305,1.0,North,Yearly,1502.0,177221
2820,16.0,16.0,Agent,Small Business,Under Graduate,Female,6,Manager,5.0,Divorced,23234,11.0,North,Yearly,1068.8,211615
2821,36.0,24.0,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,5.0,Divorced,24842,1.0,North,Half Yearly,1192.4,206288
2822,58.0,48.0,Online,Salaried,Graduate,Female,6,VP,4.0,Married,38430,8.0,West,Yearly,2402.0,401113
2823,4.0,11.0,Agent,Salaried,Graduate,Male,4,Manager,3.0,Single,25318,1.0,West,Half Yearly,1181.6666666666667,230393
2824,20.0,30.0,Online,Small Business,Under Graduate,Male,6,Manager,6.0,Single,23426,5.0,North,Yearly,819.8333333333334,127086
2825,9.0,55.0,Agent,Small Business,Diploma,Female,6,VP,3.0,Divorced,38302,2.0,West,Yearly,3064.0,612832
2826,32.0,6.0,Agent,Small Business,Under Graduate,Female,2,AVP,3.0,Divorced,25803,2.0,West,Monthly,2118.3333333333335,343191
2827,22.0,33.0,Online,Salaried,Graduate,Female,4,Manager,4.0,Divorced,24804,2.0,North,Half Yearly,1364.25,222367
2828,8.0,8.0,Agent,Salaried,Graduate,Female,2,Executive,6.0,Single,21200,1.0,West,Monthly,353.3333333333333,50526
2829,12.0,18.0,Third Party Partner,Small Business,Under Graduate,Female,4,Senior Manager,6.0,Single,20731,3.0,West,Half Yearly,1026.8333333333333,202278
2830,7.0,11.0,Online,Salaried,Graduate,Female,5,Executive,3.0,Single,20799,1.0,West,Yearly,762.6666666666666,143374
2831,22.0,7.0,Agent,Salaried,Graduate,Female,4,AVP,3.0,Divorced,36107,11.0,West,Half Yearly,2407.0,377920
2832,4.0,12.0,Online,Small Business,Under Graduate,Female,4,Executive,4.0,Single,22482,3.0,North,Half Yearly,1011.75,170975
2833,4.0,8.0,Agent,Small Business,Diploma,Male,2,Manager,3.0,Married,28182,4.0,North,Monthly,1409.0,186001
2834,7.0,7.0,Agent,Large Business,Engineer,Male,4,Senior Manager,3.0,Divorced,25382,9.0,North,Half Yearly,2429.0,364332
2835,9.0,9.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Single,20634,5.0,West,Half Yearly,949.2,149968
2836,16.0,3.0,Third Party Partner,Small Business,Diploma,Female,5,Senior Manager,5.0,Divorced,25982,2.0,West,Yearly,519.6,67033
2837,5.0,16.0,Agent,Salaried,Post Graduate,Male,4,Manager,4.0,Married,23291,16.0,West,Half Yearly,1339.25,267846
2838,10.0,12.0,Third Party Partner,Salaried,Graduate,Male,4,Executive,6.0,Divorced,20499,4.0,West,Half Yearly,341.6666666666667,58080
2839,6.0,6.0,Agent,Salaried,Graduate,Female,4,Executive,4.0,Divorced,20677,2.0,West,Half Yearly,517.0,52209
2840,12.0,6.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Divorced,19509,4.0,North,Half Yearly,585.2,60282
2841,2.0,9.0,Third Party Partner,Salaried,Post Graduate,Male,4,Executive,4.0,Divorced,21278,5.0,West,Half Yearly,585.25,98889
2842,9.0,27.0,Agent,Small Business,Under Graduate,Male,4,VP,4.0,Divorced,37694,3.0,North,Half Yearly,2261.75,416141
2843,23.0,11.0,Agent,Salaried,Post Graduate,Female,4,Manager,5.0,Single,22564,1.0,West,Half Yearly,1128.2,182768
2844,18.0,12.0,Agent,Small Business,Diploma,Male,4,Manager,6.0,Divorced,26853,6.0,North,Half Yearly,984.6666666666666,116184
2845,10.0,10.0,Third Party Partner,Small Business,Under Graduate,Female,5,Executive,4.0,Married,20464,7.0,North,Yearly,818.5,119509
2846,44.0,35.0,Agent,Small Business,Under Graduate,Male,4,VP,3.0,Married,38084,9.0,West,Half Yearly,2919.6666666666665,475923
2847,34.0,27.0,Agent,Salaried,Graduate,Female,5,Senior Manager,4.0,Divorced,23273,8.0,West,Yearly,1675.75,281521
2848,12.0,19.0,Third Party Partner,Small Business,Under Graduate,Female,4,Executive,4.0,Divorced,21399,2.0,North,Half Yearly,963.0,159850
2849,17.0,6.0,Agent,Small Business,Under Graduate,Female,5,Senior Manager,3.0,Single,27315,2.0,West,Yearly,1912.0,342257
2850,28.0,35.0,Online,Small Business,Under Graduate,Male,5,AVP,6.0,Single,35213,6.0,West,Yearly,1173.8333333333333,224189
2851,22.0,4.0,Agent,Small Business,Under Graduate,Male,5,Senior Manager,3.0,Married,22435,4.0,North,Yearly,1462.6666666666667,277922
2852,23.0,23.0,Third Party Partner,Small Business,Diploma,Female,4,Executive,3.0,Single,20780,11.0,West,Half Yearly,1524.0,277343
2853,4.0,17.0,Agent,Salaried,Graduate,Female,5,Executive,6.0,Single,19873,9.0,West,Yearly,728.6666666666666,133347
2854,35.0,35.0,Agent,Salaried,Graduate,Female,5,Manager,6.0,Married,23072,5.0,North,Yearly,961.3333333333334,143238
2855,19.0,19.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Divorced,20918,6.0,West,Half Yearly,941.25,98837
2856,24.0,6.0,Online,Large Business,Engineer,Male,5,Senior Manager,6.0,Single,27179,14.0,North,Yearly,996.5,130549
2857,15.0,5.0,Agent,Small Business,Under Graduate,Male,5,Executive,6.0,Divorced,22412,2.0,West,Yearly,410.8333333333333,45197
2858,21.0,26.0,Agent,Salaried,Post Graduate,Male,4,Manager,6.0,Divorced,28414,7.0,West,Half Yearly,710.3333333333334,129283
2859,25.0,4.0,Agent,Large Business,Engineer,Female,2,Executive,4.0,Divorced,21833,10.0,West,Monthly,1037.0,115114
2860,20.0,14.0,Agent,Salaried,Graduate,Female,5,Senior Manager,4.0,Divorced,27280,2.0,North,Yearly,1705.0,243815
2861,17.0,4.0,Agent,Large Business,Engineer,Male,4,Senior Manager,3.0,Divorced,28779,2.0,North,Half Yearly,1439.0,266205
2862,5.0,5.0,Online,Salaried,Graduate,Male,6,Executive,4.0,Divorced,23078,1.0,West,Yearly,634.75,107889
2863,20.0,20.0,Third Party Partner,Salaried,Graduate,Male,4,Senior Manager,5.0,Divorced,24157,2.0,North,Half Yearly,1000.8,185133
2864,15.0,8.0,Agent,Salaried,Post Graduate,Female,4,Manager,4.0,Single,22117,8.0,West,Half Yearly,940.0,134416
2865,18.0,12.0,Agent,Small Business,Under Graduate,Male,5,Senior Manager,6.0,Divorced,28939,3.0,North,Yearly,1012.8333333333334,191431
2866,5.0,5.0,Agent,Salaried,Graduate,Male,5,Senior Manager,3.0,Married,25576,3.0,West,Yearly,852.6666666666666,156866
2867,24.0,29.0,Agent,Large Business,Engineer,Male,4,Senior Manager,6.0,Single,28039,11.0,West,Half Yearly,981.3333333333334,140335
2868,4.0,17.0,Third Party Partner,Small Business,Under Graduate,Female,5,Manager,4.0,Single,22965,3.0,West,Yearly,1090.75,133082
2869,3.0,14.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Married,20664,1.0,West,Half Yearly,723.25,138138
2870,20.0,20.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,3.0,Single,26213,6.0,West,Half Yearly,1660.0,184277
2871,3.0,11.0,Agent,Salaried,Graduate,Female,5,Manager,3.0,Married,25151,2.0,West,Yearly,922.3333333333334,169685
2872,12.0,16.0,Agent,Large Business,Engineer,Male,4,Executive,3.0,Divorced,22148,2.0,West,Half Yearly,1033.6666666666667,179841
2873,15.0,8.0,Agent,Small Business,Under Graduate,Male,4,Executive,4.0,Married,20834,1.0,West,Half Yearly,625.0,85627
2874,17.0,25.0,Agent,Small Business,Under Graduate,Male,5,Executive,5.0,Single,20770,2.0,West,Yearly,830.8,138743
2875,5.0,27.0,Agent,Small Business,Under Graduate,Male,4,AVP,6.0,Divorced,36122,10.0,West,Half Yearly,903.0,95723
2876,16.0,26.0,Third Party Partner,Small Business,Under Graduate,Male,5,Executive,5.0,Married,21053,6.0,West,Yearly,1052.6,157897
2877,9.0,9.0,Third Party Partner,Salaried,Post Graduate,Male,4,Manager,4.0,Single,23185,1.0,West,Half Yearly,579.75,98536
2878,28.0,17.0,Third Party Partner,Salaried,Graduate,Female,4,Manager,5.0,Divorced,22759,3.0,East,Half Yearly,1138.0,116071
2879,4.0,8.0,Online,Salaried,Graduate,Male,5,Executive,3.0,Divorced,21436,10.0,West,Yearly,1357.6666666666667,244370
2880,31.0,23.0,Online,Small Business,Under Graduate,Male,2,AVP,3.0,Single,35342,4.0,West,Monthly,2591.6666666666665,406904
2881,3.0,17.0,Online,Salaried,Graduate,Female,5,Manager,4.0,Divorced,24050,6.0,North,Yearly,841.75,106060
2882,8.0,4.0,Agent,Salaried,Graduate,Male,4,Senior Manager,5.0,Single,28902,2.0,West,Half Yearly,751.4,138267
2883,7.0,20.0,Agent,Small Business,Diploma,Male,5,Senior Manager,4.0,Married,27197,4.0,North,Yearly,816.0,155838
2884,9.0,9.0,Agent,Salaried,Graduate,Female,4,Executive,3.0,Married,20971,4.0,North,Half Yearly,978.6666666666666,177135
2885,6.0,6.0,Agent,Small Business,Under Graduate,Female,4,Senior Manager,5.0,Married,26112,3.0,North,Half Yearly,626.6,111550
2886,39.0,39.0,Agent,Small Business,Diploma,Male,4,AVP,4.0,Divorced,35922,5.0,West,Half Yearly,1616.5,320065
2887,8.0,15.0,Agent,Small Business,Diploma,Male,4,Senior Manager,5.0,Single,25808,3.0,West,Half Yearly,516.2,69165
2888,9.0,18.0,Third Party Partner,Salaried,Graduate,Female,4,Senior Manager,6.0,Divorced,21739,4.0,West,Half Yearly,732.0,139065
2889,6.0,6.0,Third Party Partner,Salaried,Graduate,Male,4,AVP,3.0,Married,24922,3.0,West,Half Yearly,1939.6666666666667,370472
2890,5.0,21.0,Agent,Small Business,Under Graduate,Male,5,VP,4.0,Single,38083,10.0,West,Yearly,1333.0,222595
2891,15.0,15.0,Agent,Large Business,Engineer,Female,5,Executive,5.0,Single,20527,5.0,North,Yearly,1026.4,117004
2892,6.0,33.0,Online,Salaried,Graduate,Male,4,Manager,5.0,Single,25239,2.0,North,Half Yearly,1110.6,176572
2893,9.0,19.0,Online,Salaried,Graduate,Male,4,Manager,3.0,Single,26236,6.0,North,Half Yearly,1049.3333333333333,200443
2894,2.0,4.0,Third Party Partner,Salaried,Graduate,Male,2,Executive,3.0,Divorced,21248,1.0,North,Monthly,708.3333333333334,138820
2895,6.0,10.0,Agent,Salaried,Graduate,Male,5,Executive,5.0,Divorced,21658,8.0,North,Yearly,649.8,122151
2896,30.0,20.0,Third Party Partner,Small Business,Diploma,Male,4,Manager,3.0,Married,23425,5.0,West,Half Yearly,1639.6666666666667,227925
2897,11.0,8.0,Agent,Large Business,Engineer,Male,5,AVP,5.0,Divorced,22277,1.0,West,Yearly,757.8,123529
2898,28.0,5.0,Third Party Partner,Salaried,Graduate,Male,4,Manager,4.0,Single,22490,2.0,North,Half Yearly,1180.75,171205
2899,7.0,4.0,Third Party Partner,Salaried,Graduate,Female,4,Executive,5.0,Married,21748,1.0,North,Half Yearly,435.0,68723
2900,7.0,5.0,Agent,Small Business,Under Graduate,Male,6,Manager,3.0,Single,22729,3.0,West,Yearly,757.6666666666666,91673
2901,13.0,25.0,Agent,Small Business,Under Graduate,Male,5,Manager,3.0,Divorced,23513,8.0,North,Yearly,1410.6666666666667,189044
2902,15.0,18.0,Agent,Salaried,MBA,Male,2,Executive,4.0,Divorced,21301,5.0,West,Monthly,745.5,76790
2903,3.0,3.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,4.0,Married,21160,3.0,West,Yearly,740.5,102943
2904,9.0,13.0,Online,Small Business,Under Graduate,Male,4,Executive,4.0,Single,20361,3.0,North,Half Yearly,1069.0,192411
2905,21.0,4.0,Agent,Small Business,Diploma,Female,4,Manager,6.0,Single,26681,6.0,North,Half Yearly,711.5,92494
2906,7.0,7.0,Agent,Salaried,Graduate,Male,4,Executive,3.0,Divorced,23223,1.0,West,Half Yearly,1083.6666666666667,149556
2907,8.0,17.0,Third Party Partner,Small Business,Under Graduate,Male,4,Executive,4.0,Divorced,21067,1.0,North,Half Yearly,1053.25,195923
2908,27.0,16.0,Agent,Small Business,Under Graduate,Female,5,Manager,3.0,Married,24188,11.0,West,Yearly,1773.6666666666667,354757
2909,17.0,17.0,Agent,Salaried,Graduate,Male,5,Executive,4.0,Divorced,20996,3.0,West,Yearly,839.75,85663
2910,22.0,4.0,Agent,Salaried,Graduate,Female,4,Manager,4.0,Divorced,24171,9.0,North,Half Yearly,906.5,145026
2911,14.0,3.0,Agent,Large Business,Engineer,Male,4,Executive,4.0,Single,22780,1.0,North,Half Yearly,683.5,86791
2912,25.0,29.0,Agent,Salaried,Graduate,Female,5,Senior Manager,6.0,Divorced,25793,12.0,West,Yearly,816.8333333333334,129867
2913,19.0,23.0,Third Party Partner,Small Business,Under Graduate,Female,4,Senior Manager,4.0,Single,22816,12.0,West,Half Yearly,958.75,118876
2914,7.0,15.0,Third Party Partner,Salaried,Graduate,Male,4,AVP,4.0,Single,32215,2.0,West,Half Yearly,1852.25,272589
2915,11.0,19.0,Agent,Small Business,Diploma,Male,4,Manager,6.0,Single,23612,2.0,West,Half Yearly,629.6666666666666,120263
2916,5.0,31.0,Agent,Small Business,Under Graduate,Male,5,Executive,4.0,Divorced,20715,6.0,West,Yearly,1294.75,192908
2917,5.0,30.0,Agent,Small Business,Under Graduate,Male,4,Executive,5.0,Single,22054,8.0,West,Half Yearly,1014.4,167389
2918,22.0,9.0,Agent,Salaried,Graduate,Female,4,Executive,3.0,Divorced,20972,5.0,North,Half Yearly,1468.0,278927
2919,10.0,7.0,Agent,Small Business,Under Graduate,Male,2,Executive,3.0,Divorced,22877,3.0,West,Monthly,1144.0,168146
2920,7.0,11.0,Agent,Small Business,Diploma,Male,5,Manager,4.0,Divorced,25035,2.0,North,Yearly,876.25,145453
2921,9.0,11.0,Third Party Partner,Small Business,Under Graduate,Female,5,Manager,3.0,Divorced,22879,5.0,North,Yearly,762.6666666666666,128885
2922,14.0,11.0,Agent,Salaried,Graduate,Male,5,Senior Manager,5.0,Married,28731,1.0,West,Yearly,574.6,63208
2923,13.0,13.0,Third Party Partner,Small Business,Under Graduate,Male,5,Manager,6.0,Single,23800,5.0,North,Yearly,555.3333333333334,105513
2924,3.0,12.0,Third Party Partner,Salaried,Post Graduate,Male,5,Executive,3.0,Divorced,20833,1.0,West,Yearly,972.3333333333334,129303
2925,10.0,16.0,Agent,Small Business,Diploma,Female,6,Manager,4.0,Single,23803,5.0,West,Yearly,654.5,74622
2926,6.0,3.0,Online,Salaried,Graduate,Female,4,Executive,6.0,Married,21284,6.0,North,Half Yearly,532.1666666666666,90457
2927,38.0,10.0,Agent,Large Business,Engineer,Female,4,VP,6.0,Married,38400,15.0,North,Half Yearly,1600.0,289600
2928,26.0,5.0,Agent,Small Business,Under Graduate,Female,4,Executive,3.0,Divorced,21588,16.0,West,Half Yearly,1727.0,253875
2929,5.0,9.0,Agent,Salaried,Graduate,Male,4,Executive,6.0,Single,21009,2.0,West,Half Yearly,770.3333333333334,149444
2930,24.0,10.0,Agent,Small Business,Under Graduate,Female,4,Executive,4.0,Divorced,22934,3.0,West,Half Yearly,1204.0,231174
2931,22.0,33.0,Agent,Salaried,Graduate,Female,5,Manager,3.0,Divorced,24931,2.0,West,Yearly,1828.3333333333333,268756
2932,18.0,18.0,Agent,Salaried,Graduate,Male,5,Executive,4.0,Single,21490,2.0,West,Yearly,752.25,132378
2933,16.0,3.0,Agent,Salaried,Graduate,Male,4,Executive,4.0,Single,21393,5.0,North,Half Yearly,802.25,89048
2934,4.0,13.0,Agent,Small Business,Under Graduate,Female,4,VP,4.0,Married,37063,7.0,West,Half Yearly,1112.0,213483
2935,28.0,19.0,Agent,Salaried,Graduate,Female,6,Executive,3.0,Divorced,20625,12.0,North,Yearly,1581.3333333333333,265650
2936,2.0,9.0,Third Party Partner,Salaried,Graduate,Male,5,Executive,3.0,Divorced,21310,1.0,West,Yearly,710.3333333333334,115074
2937,23.0,5.0,Agent,Small Business,Diploma,Female,4,AVP,6.0,Divorced,35505,1.0,North,Half Yearly,769.3333333333334,108467
2938,2.0,9.0,Online,Salaried,Graduate,Male,6,Executive,4.0,Single,20747,2.0,North,Yearly,570.5,113538
2939,14.0,11.0,Agent,Salaried,MBA,Male,4,Executive,4.0,Divorced,22057,5.0,West,Half Yearly,882.25,168515
2940,10.0,2.0,Online,Salaried,Graduate,Male,5,Executive,6.0,Married,20564,4.0,North,Yearly,411.3333333333333,71151
2941,25.0,25.0,Agent,Salaried,Graduate,Male,4,Manager,6.0,Married,22572,8.0,North,Half Yearly,827.6666666666666,100144
2942,8.0,15.0,Third Party Partner,Small Business,Under Graduate,Male,4,Manager,5.0,Divorced,22784,1.0,North,Half Yearly,501.2,74184
2943,31.0,20.0,Third Party Partner,Small Business,Under Graduate,Female,4,AVP,6.0,Divorced,36313,6.0,East,Half Yearly,847.3333333333334,91508
2944,4.0,22.0,Agent,Small Business,Under Graduate,Male,5,Executive,6.0,Divorced,21653,4.0,North,Yearly,613.5,102454
2945,54.0,36.0,Agent,Salaried,Graduate,Male,4,VP,5.0,Divorced,37538,5.0,West,Half Yearly,1801.8,264868
2946,12.0,35.0,Agent,Salaried,Graduate,Male,4,Manager,6.0,Divorced,27423,2.0,North,Half Yearly,959.8333333333334,144930
2947,8.0,4.0,Agent,Salaried,Graduate,Female,4,Executive,5.0,Divorced,20667,2.0,North,Half Yearly,785.4,132723
